GAME_DATE_EST,GAME_TIME_EST,GAME_ID,MATCHUP,HOME_TEAM,AWAY_TEAM,HOME_PTS,AWAY_PTS,STATUS,WL
2026-01-08,8:00 PM,0022500530,Cavaliers @ Timberwolves,Timberwolves,Cavaliers,131,122,FINAL,F
2026-01-08,9:00 PM,0022500531,Mavericks @ Jazz,Jazz,Mavericks,116,114,FINAL,F
2026-01-09,7:00 PM,0022500532,Raptors @ Celtics,Celtics,Raptors,125,117,FINAL,F
2026-01-09,7:00 PM,0022500533,76ers @ Magic,Magic,76ers,91,103,FINAL,F
2026-01-09,7:00 PM,0022500534,Pelicans @ Wizards,Wizards,Pelicans,107,128,FINAL,F
2026-01-09,7:30 PM,0022500535,Clippers @ Nets,Nets,Clippers,105,121,FINAL,F
2026-01-09,8:00 PM,0022500536,Thunder @ Grizzlies,Grizzlies,Thunder,116,117,FINAL,F
2026-01-09,9:00 PM,0022500537,Hawks @ Nuggets,Nuggets,Hawks,87,110,FINAL,F
2026-01-09,9:00 PM,0022500538,Knicks @ Suns,Suns,Knicks,112,107,FINAL,F
2026-01-09,10:00 PM,0022500539,Kings @ Warriors,Warriors,Kings,137,103,FINAL,F
2026-01-09,10:00 PM,0022500540,Rockets @ Trail Blazers,Trail Blazers,Rockets,111,105,FINAL,F
2026-01-09,10:30 PM,0022500541,Bucks @ Lakers,Lakers,Bucks,101,105,FINAL,F
2026-01-10,1:00 PM,0022500542,Timberwolves @ Cavaliers,Cavaliers,Timberwolves,146,134,FINAL,F
2026-01-10,7:00 PM,0022500543,Heat @ Pacers,Pacers,Heat,123,99,FINAL,F
2026-01-10,7:30 PM,0022500544,Clippers @ Pistons,Pistons,Clippers,92,98,FINAL,F
2026-01-10,8:00 PM,0022500545,Spurs @ Celtics,Celtics,Spurs,95,100,FINAL,F
2026-01-10,8:00 PM,0022500546,Mavericks @ Bulls,Bulls,Mavericks,125,107,FINAL,F
2026-01-10,9:30 PM,0022500547,Hornets @ Jazz,Jazz,Hornets,95,150,FINAL,F
2026-01-11,3:00 PM,0022500548,Pelicans @ Magic,Magic,Pelicans,128,118,FINAL,F
2026-01-11,3:30 PM,0022500549,Nets @ Grizzlies,Grizzlies,Nets,103,98,FINAL,F
2026-01-11,6:00 PM,0022500550,76ers @ Raptors,Raptors,76ers,116,115,FINAL,F
2026-01-11,6:00 PM,0022500551,Knicks @ Trail Blazers,Trail Blazers,Knicks,114,123,FINAL,F
2026-01-11,7:00 PM,0022500552,Spurs @ Timberwolves,Timberwolves,Spurs,104,103,FINAL,F
2026-01-11,7:00 PM,0022500553,Heat @ Thunder,Thunder,Heat,124,112,FINAL,F
2026-01-11,8:00 PM,0022500554,Bucks @ Nuggets,Nuggets,Bucks,108,104,FINAL,F
2026-01-11,8:00 PM,0022500555,Wizards @ Suns,Suns,Wizards,112,93,FINAL,F
2026-01-11,8:30 PM,0022500556,Hawks @ Warriors,Warriors,Hawks,111,124,FINAL,F
2026-01-11,9:00 PM,0022500557,Rockets @ Kings,Kings,Rockets,111,98,FINAL,F
2026-01-12,7:00 PM,0022500558,Jazz @ Cavaliers,Cavaliers,Jazz,112,123,FINAL,F
2026-01-12,7:30 PM,0022500559,Celtics @ Pacers,Pacers,Celtics,98,96,FINAL,F
2026-01-12,7:30 PM,0022500560,76ers @ Raptors,Raptors,76ers,102,115,FINAL,F
2026-01-12,8:30 PM,0022500561,Nets @ Mavericks,Mavericks,Nets,113,105,FINAL,F
2026-01-12,10:00 PM,0022500562,Lakers @ Kings,Kings,Lakers,124,112,FINAL,F
2026-01-12,10:30 PM,0022500563,Hornets @ Clippers,Clippers,Hornets,117,109,FINAL,F
2026-01-13,7:30 PM,0022500564,Suns @ Heat,Heat,Suns,127,121,FINAL,F
2026-01-13,8:00 PM,0022500565,Bulls @ Rockets,Rockets,Bulls,119,113,FINAL,F
2026-01-13,8:00 PM,0022500566,Timberwolves @ Bucks,Bucks,Timberwolves,106,139,FINAL,F
2026-01-13,8:00 PM,0022500567,Nuggets @ Pelicans,Pelicans,Nuggets,116,122,FINAL,F
2026-01-13,8:00 PM,0022500568,Spurs @ Thunder,Thunder,Spurs,119,98,FINAL,F
2026-01-13,10:30 PM,0022500569,Hawks @ Lakers,Lakers,Hawks,141,116,FINAL,F
2026-01-13,11:00 PM,0022500570,Trail Blazers @ Warriors,Warriors,Trail Blazers,119,97,FINAL,F
2026-01-14,7:00 PM,0022500571,Raptors @ Pacers,Pacers,Raptors,101,115,FINAL,F
2026-01-14,7:00 PM,0022500572,Cavaliers @ 76ers,76ers,Cavaliers,107,133,FINAL,F
2026-01-14,8:00 PM,0022500573,Jazz @ Bulls,Bulls,Jazz,128,126,FINAL,F
2026-01-14,8:00 PM,0022500574,Nets @ Pelicans,Pelicans,Nets,116,113,FINAL,F
2026-01-14,9:30 PM,0022500575,Nuggets @ Mavericks,Mavericks,Nuggets,109,118,FINAL,F
2026-01-14,10:00 PM,0022500576,Knicks @ Kings,Kings,Knicks,112,101,FINAL,F
2026-01-14,10:30 PM,0022500577,Wizards @ Clippers,Clippers,Wizards,119,105,FINAL,F
2026-01-15,2:00 PM,0022500578,Grizzlies @ Magic,Magic,Grizzlies,118,111,FINAL,F
2026-01-15,7:00 PM,0022500579,Suns @ Pistons,Pistons,Suns,108,105,FINAL,F
2026-01-15,7:30 PM,0022500580,Celtics @ Heat,Heat,Celtics,114,119,FINAL,F
2026-01-15,7:30 PM,0022500581,Thunder @ Rockets,Rockets,Thunder,91,111,FINAL,F
2026-01-15,8:00 PM,0022500582,Bucks @ Spurs,Spurs,Bucks,119,101,FINAL,F
2026-01-15,8:30 PM,0022500583,Jazz @ Mavericks,Mavericks,Jazz,144,122,FINAL,F
2026-01-15,10:00 PM,0022500584,Knicks @ Warriors,Warriors,Knicks,126,113,FINAL,F
2026-01-15,10:00 PM,0022500585,Hawks @ Trail Blazers,Trail Blazers,Hawks,117,101,FINAL,F
2026-01-15,10:30 PM,0022500586,Hornets @ Lakers,Lakers,Hornets,117,135,FINAL,F
2026-01-16,7:30 PM,0022500587,Bulls @ Nets,Nets,Bulls,112,109,FINAL,F
2026-01-16,7:00 PM,0022500588,Pelicans @ Pacers,Pacers,Pelicans,127,119,FINAL,F
2026-01-16,7:00 PM,0022500589,Cavaliers @ 76ers,76ers,Cavaliers,115,117,FINAL,F
2026-01-16,7:30 PM,0022500590,Clippers @ Raptors,Raptors,Clippers,117,121,FINAL,F
2026-01-16,9:30 PM,0022500591,Timberwolves @ Rockets,Rockets,Timberwolves,110,105,FINAL,F
2026-01-16,10:00 PM,0022500592,Wizards @ Kings,Kings,Wizards,128,115,FINAL,F
2026-01-17,5:00 PM,0022500593,Jazz @ Mavericks,Mavericks,Jazz,138,120,FINAL,F
2026-01-17,7:30 PM,0022500594,Celtics @ Hawks,Hawks,Celtics,106,132,FINAL,F
2026-01-17,7:30 PM,0022500595,Pacers @ Pistons,Pistons,Pacers,121,78,FINAL,F
2026-01-17,7:30 PM,0022500596,Suns @ Knicks,Knicks,Suns,99,106,FINAL,F
2026-01-17,8:00 PM,0022500597,Thunder @ Heat,Heat,Thunder,122,120,FINAL,F
2026-01-17,8:00 PM,0022500598,Timberwolves @ Spurs,Spurs,Timberwolves,126,123,FINAL,F
2026-01-17,8:30 PM,0022500599,Hornets @ Warriors,Warriors,Hornets,136,116,FINAL,F
2026-01-17,9:00 PM,0022500600,Wizards @ Nuggets,Nuggets,Wizards,121,115,FINAL,F
2026-01-17,10:00 PM,0022500601,Lakers @ Trail Blazers,Trail Blazers,Lakers,132,116,FINAL,F
2026-01-18,12:00 PM,0022500602,Magic @ Grizzlies,Grizzlies,Magic,126,109,FINAL,F
2026-01-18,7:00 PM,0022500603,Nets @ Bulls,Bulls,Nets,124,102,FINAL,F
2026-01-18,7:00 PM,0022500604,Pelicans @ Rockets,Rockets,Pelicans,119,110,FINAL,F
2026-01-18,8:00 PM,0022500605,Hornets @ Nuggets,Nuggets,Hornets,87,110,FINAL,F
2026-01-18,9:00 PM,0022500606,Trail Blazers @ Kings,Kings,Trail Blazers,110,117,FINAL,F
2026-01-18,9:30 PM,0022500607,Raptors @ Lakers,Lakers,Raptors,110,93,FINAL,F
2026-01-19,1:00 PM,0022500014,Bucks @ Hawks,Hawks,Bucks,110,112,FINAL,F
2026-01-19,2:30 PM,0022500015,Thunder @ Cavaliers,Cavaliers,Thunder,104,136,FINAL,F
2026-01-19,5:00 PM,0022500016,Mavericks @ Knicks,Knicks,Mavericks,97,114,FINAL,F
2026-01-19,8:00 PM,0022500017,Celtics @ Pistons,Pistons,Celtics,104,103,FINAL,F
2026-01-19,3:00 PM,0022500608,Clippers @ Wizards,Wizards,Clippers,106,110,FINAL,F
2026-01-19,7:00 PM,0022500609,Pacers @ 76ers,76ers,Pacers,113,104,FINAL,F
2026-01-19,7:30 PM,0022500610,Suns @ Nets,Nets,Suns,117,126,FINAL,F
2026-01-19,5:00 PM,0022500611,Jazz @ Spurs,Spurs,Jazz,123,110,FINAL,F
2026-01-19,10:00 PM,0022500612,Heat @ Warriors,Warriors,Heat,135,112,FINAL,F
2026-01-20,7:00 PM,0022500613,Suns @ 76ers,76ers,Suns,110,116,FINAL,F
2026-01-20,8:00 PM,0022500614,Clippers @ Bulls,Bulls,Clippers,138,110,FINAL,F
2026-01-20,8:00 PM,0022500615,Spurs @ Rockets,Rockets,Spurs,111,106,FINAL,F
2026-01-20,9:00 PM,0022500616,Timberwolves @ Jazz,Jazz,Timberwolves,127,122,FINAL,F
2026-01-20,10:00 PM,0022500617,Lakers @ Nuggets,Nuggets,Lakers,107,115,FINAL,F
2026-01-20,10:00 PM,0022500618,Raptors @ Warriors,Warriors,Raptors,127,145,FINAL,F
2026-01-20,10:00 PM,0022500619,Heat @ Kings,Kings,Heat,117,130,FINAL,F
2026-01-21,7:00 PM,0022500620,Cavaliers @ Hornets,Hornets,Cavaliers,87,94,FINAL,F
2026-01-21,7:30 PM,0022500621,Pacers @ Celtics,Celtics,Pacers,119,104,FINAL,F
2026-01-21,7:30 PM,0022500622,Nets @ Knicks,Knicks,Nets,120,66,FINAL,F
2026-01-21,8:00 PM,0022500623,Hawks @ Grizzlies,Grizzlies,Hawks,122,124,FINAL,F
2026-01-21,8:00 PM,0022500624,Pistons @ Pelicans,Pelicans,Pistons,104,112,FINAL,F
2026-01-21,9:30 PM,0022500625,Thunder @ Bucks,Bucks,Thunder,102,122,FINAL,F
2026-01-21,10:00 PM,0022500626,Raptors @ Kings,Kings,Raptors,109,122,FINAL,F
2026-01-22,7:00 PM,0022500627,Hornets @ Magic,Magic,Hornets,97,124,FINAL,F
2026-01-22,7:00 PM,0022500628,Rockets @ 76ers,76ers,Rockets,128,122,FINAL,F
2026-01-22,7:00 PM,0022500629,Nuggets @ Wizards,Wizards,Nuggets,97,107,FINAL,F
2026-01-22,7:30 PM,0022500630,Warriors @ Mavericks,Mavericks,Warriors,123,115,FINAL,F
2026-01-22,8:00 PM,0022500631,Bulls @ Timberwolves,Timberwolves,Bulls,115,120,FINAL,F
2026-01-22,9:00 PM,0022500632,Spurs @ Jazz,Jazz,Spurs,109,126,FINAL,F
2026-01-22,10:00 PM,0022500633,Lakers @ Clippers,Clippers,Lakers,0,0,UPCOMING,
2026-01-22,10:00 PM,0022500634,Heat @ Trail Blazers,Trail Blazers,Heat,0,0,UPCOMING,
2026-01-23,7:00 PM,0022500635,Rockets @ Pistons,Pistons,Rockets,0,0,UPCOMING,
2026-01-23,7:30 PM,0022500636,Suns @ Hawks,Hawks,Suns,0,0,UPCOMING,
2026-01-23,7:30 PM,0022500637,Celtics @ Nets,Nets,Celtics,0,0,UPCOMING,
2026-01-23,7:30 PM,0022500638,Kings @ Cavaliers,Cavaliers,Kings,0,0,UPCOMING,
2026-01-23,8:00 PM,0022500639,Pelicans @ Grizzlies,Grizzlies,Pelicans,0,0,UPCOMING,
2026-01-23,9:30 PM,0022500640,Nuggets @ Bucks,Bucks,Nuggets,0,0,UPCOMING,
2026-01-23,8:00 PM,0022500641,Pacers @ Thunder,Thunder,Pacers,0,0,UPCOMING,
2026-01-23,10:00 PM,0022500642,Raptors @ Trail Blazers,Trail Blazers,Raptors,0,0,UPCOMING,
2026-01-24,3:00 PM,0022500643,Knicks @ 76ers,76ers,Knicks,0,0,UPCOMING,
2026-01-24,5:30 PM,0022500644,Warriors @ Timberwolves,Timberwolves,Warriors,0,0,UPCOMING,
2026-01-24,12:00 PM,0022500645,Wizards @ Hornets,Hornets,Wizards,0,0,UPCOMING,
2026-01-24,7:00 PM,0022500646,Cavaliers @ Magic,Magic,Cavaliers,0,0,UPCOMING,
2026-01-24,8:00 PM,0022500647,Celtics @ Bulls,Bulls,Celtics,0,0,UPCOMING,
2026-01-24,8:30 PM,0022500648,Lakers @ Mavericks,Mavericks,Lakers,0,0,UPCOMING,
2026-01-24,9:30 PM,0022500649,Heat @ Jazz,Jazz,Heat,0,0,UPCOMING,
2026-01-25,3:00 PM,0022500650,Kings @ Pistons,Pistons,Kings,0,0,UPCOMING,
2026-01-25,3:30 PM,0022500651,Nuggets @ Grizzlies,Grizzlies,Nuggets,0,0,UPCOMING,
2026-01-25,7:00 PM,0022500652,Mavericks @ Bucks,Bucks,Mavericks,0,0,UPCOMING,
2026-01-25,7:00 PM,0022500653,Raptors @ Thunder,Thunder,Raptors,0,0,UPCOMING,
2026-01-25,7:00 PM,0022500654,Pelicans @ Spurs,Spurs,Pelicans,0,0,UPCOMING,
2026-01-25,8:00 PM,0022500655,Heat @ Suns,Suns,Heat,0,0,UPCOMING,
2026-01-25,9:00 PM,0022500656,Nets @ Clippers,Clippers,Nets,0,0,UPCOMING,
2026-01-26,7:00 PM,0022500657,76ers @ Hornets,Hornets,76ers,0,0,UPCOMING,
2026-01-26,7:00 PM,0022500658,Magic @ Cavaliers,Cavaliers,Magic,0,0,UPCOMING,
2026-01-26,7:30 PM,0022500659,Pacers @ Hawks,Hawks,Pacers,0,0,UPCOMING,
2026-01-26,8:00 PM,0022500660,Trail Blazers @ Celtics,Celtics,Trail Blazers,0,0,UPCOMING,
2026-01-26,8:00 PM,0022500661,Lakers @ Bulls,Bulls,Lakers,0,0,UPCOMING,
2026-01-26,8:00 PM,0022500662,Grizzlies @ Rockets,Rockets,Grizzlies,0,0,UPCOMING,
2026-01-26,9:30 PM,0022500663,Warriors @ Timberwolves,Timberwolves,Warriors,0,0,UPCOMING,
2026-01-27,7:00 PM,0022500664,Trail Blazers @ Wizards,Wizards,Trail Blazers,0,0,UPCOMING,
2026-01-27,7:30 PM,0022500665,Kings @ Knicks,Knicks,Kings,0,0,UPCOMING,
2026-01-27,8:00 PM,0022500666,Bucks @ 76ers,76ers,Bucks,0,0,UPCOMING,
2026-01-27,8:00 PM,0022500667,Pelicans @ Thunder,Thunder,Pelicans,0,0,UPCOMING,
2026-01-27,9:00 PM,0022500668,Pistons @ Nuggets,Nuggets,Pistons,0,0,UPCOMING,
2026-01-27,9:00 PM,0022500669,Nets @ Suns,Suns,Nets,0,0,UPCOMING,
2026-01-27,10:00 PM,0022500670,Clippers @ Jazz,Jazz,Clippers,0,0,UPCOMING,
2026-01-28,7:00 PM,0022500671,Lakers @ Cavaliers,Cavaliers,Lakers,0,0,UPCOMING,
2026-01-28,7:00 PM,0022500672,Bulls @ Pacers,Pacers,Bulls,0,0,UPCOMING,
2026-01-28,7:30 PM,0022500673,Hawks @ Celtics,Celtics,Hawks,0,0,UPCOMING,
2026-01-28,7:30 PM,0022500674,Magic @ Heat,Heat,Magic,0,0,UPCOMING,
2026-01-28,7:30 PM,0022500675,Knicks @ Raptors,Raptors,Knicks,0,0,UPCOMING,
2026-01-28,8:00 PM,0022500676,Hornets @ Grizzlies,Grizzlies,Hornets,0,0,UPCOMING,
2026-01-28,8:30 PM,0022500677,Timberwolves @ Mavericks,Mavericks,Timberwolves,0,0,UPCOMING,
2026-01-28,9:00 PM,0022500678,Warriors @ Jazz,Jazz,Warriors,0,0,UPCOMING,
2026-01-28,9:30 PM,0022500679,Spurs @ Rockets,Rockets,Spurs,0,0,UPCOMING,
2026-01-29,8:00 PM,0022500529,Heat @ Bulls,Bulls,Heat,0,0,UPCOMING,
2026-01-29,7:00 PM,0022500680,Kings @ 76ers,76ers,Kings,0,0,UPCOMING,
2026-01-29,7:00 PM,0022500681,Bucks @ Wizards,Wizards,Bucks,0,0,UPCOMING,
2026-01-29,8:00 PM,0022500682,Rockets @ Hawks,Hawks,Rockets,0,0,UPCOMING,
2026-01-29,8:30 PM,0022500683,Hornets @ Mavericks,Mavericks,Hornets,0,0,UPCOMING,
2026-01-29,9:00 PM,0022500684,Nets @ Nuggets,Nuggets,Nets,0,0,UPCOMING,
2026-01-29,9:00 PM,0022500685,Pistons @ Suns,Suns,Pistons,0,0,UPCOMING,
2026-01-29,9:30 PM,0022500686,Thunder @ Timberwolves,Timberwolves,Thunder,0,0,UPCOMING,
2026-01-30,7:00 PM,0022500687,Raptors @ Magic,Magic,Raptors,0,0,UPCOMING,
2026-01-30,7:00 PM,0022500688,Lakers @ Wizards,Wizards,Lakers,0,0,UPCOMING,
2026-01-30,7:30 PM,0022500689,Kings @ Celtics,Celtics,Kings,0,0,UPCOMING,
2026-01-30,7:30 PM,0022500690,Trail Blazers @ Knicks,Knicks,Trail Blazers,0,0,UPCOMING,
2026-01-30,7:30 PM,0022500691,Grizzlies @ Pelicans,Pelicans,Grizzlies,0,0,UPCOMING,
2026-01-30,9:00 PM,0022500693,Cavaliers @ Suns,Suns,Cavaliers,0,0,UPCOMING,
2026-01-30,9:30 PM,0022500694,Nets @ Jazz,Jazz,Nets,0,0,UPCOMING,
2026-01-30,9:00 PM,0022500695,Clippers @ Nuggets,Nuggets,Clippers,0,0,UPCOMING,
2026-01-30,10:00 PM,0022500696,Pistons @ Warriors,Warriors,Pistons,0,0,UPCOMING,
2026-01-31,8:00 PM,0022500692,Bulls @ Heat,Heat,Bulls,0,0,UPCOMING,
2026-01-31,3:00 PM,0022500697,Spurs @ Hornets,Hornets,Spurs,0,0,UPCOMING,
2026-01-31,7:00 PM,0022500698,Hawks @ Pacers,Pacers,Hawks,0,0,UPCOMING,
2026-01-31,7:30 PM,0022500699,Pelicans @ 76ers,76ers,Pelicans,0,0,UPCOMING,
2026-01-31,8:00 PM,0022500700,Timberwolves @ Grizzlies,Grizzlies,Timberwolves,0,0,UPCOMING,
2026-01-31,8:30 PM,0022500701,Mavericks @ Rockets,Rockets,Mavericks,0,0,UPCOMING,
2026-02-01,3:30 PM,0022500702,Bucks @ Celtics,Celtics,Bucks,0,0,UPCOMING,
2026-02-01,4:00 PM,0022500703,Magic @ Spurs,Spurs,Magic,0,0,UPCOMING,
2026-02-01,6:00 PM,0022500704,Nets @ Pistons,Pistons,Nets,0,0,UPCOMING,
2026-02-01,6:00 PM,0022500705,Bulls @ Heat,Heat,Bulls,0,0,UPCOMING,
2026-02-01,6:00 PM,0022500706,Jazz @ Raptors,Raptors,Jazz,0,0,UPCOMING,
2026-02-01,6:00 PM,0022500707,Kings @ Wizards,Wizards,Kings,0,0,UPCOMING,
2026-02-01,7:00 PM,0022500708,Lakers @ Knicks,Knicks,Lakers,0,0,UPCOMING,
2026-02-01,8:00 PM,0022500709,Clippers @ Suns,Suns,Clippers,0,0,UPCOMING,
2026-02-01,9:00 PM,0022500710,Cavaliers @ Trail Blazers,Trail Blazers,Cavaliers,0,0,UPCOMING,
2026-02-01,9:30 PM,0022500711,Thunder @ Nuggets,Nuggets,Thunder,0,0,UPCOMING,
2026-02-02,7:00 PM,0022500712,Pelicans @ Hornets,Hornets,Pelicans,0,0,UPCOMING,
2026-02-02,7:00 PM,0022500713,Rockets @ Pacers,Pacers,Rockets,0,0,UPCOMING,
2026-02-02,7:30 PM,0022500714,Timberwolves @ Grizzlies,Grizzlies,Timberwolves,0,0,UPCOMING,
2026-02-02,10:00 PM,0022500715,76ers @ Clippers,Clippers,76ers,0,0,UPCOMING,
2026-02-03,7:00 PM,0022500716,Nuggets @ Pistons,Pistons,Nuggets,0,0,UPCOMING,
2026-02-03,7:00 PM,0022500717,Jazz @ Pacers,Pacers,Jazz,0,0,UPCOMING,
2026-02-03,7:00 PM,0022500718,Knicks @ Wizards,Wizards,Knicks,0,0,UPCOMING,
2026-02-03,7:30 PM,0022500719,Lakers @ Nets,Nets,Lakers,0,0,UPCOMING,
2026-02-03,7:30 PM,0022500720,Hawks @ Heat,Heat,Hawks,0,0,UPCOMING,
2026-02-03,8:00 PM,0022500721,Celtics @ Mavericks,Mavericks,Celtics,0,0,UPCOMING,
2026-02-03,8:00 PM,0022500722,Bulls @ Bucks,Bucks,Bulls,0,0,UPCOMING,
2026-02-03,8:00 PM,0022500723,Magic @ Thunder,Thunder,Magic,0,0,UPCOMING,
2026-02-03,10:00 PM,0022500724,76ers @ Warriors,Warriors,76ers,0,0,UPCOMING,
2026-02-03,11:00 PM,0022500725,Suns @ Trail Blazers,Trail Blazers,Suns,0,0,UPCOMING,
2026-02-04,7:00 PM,0022500726,Nuggets @ Knicks,Knicks,Nuggets,0,0,UPCOMING,
2026-02-04,7:30 PM,0022500727,Timberwolves @ Raptors,Raptors,Timberwolves,0,0,UPCOMING,
2026-02-04,8:00 PM,0022500728,Celtics @ Rockets,Rockets,Celtics,0,0,UPCOMING,
2026-02-04,8:00 PM,0022500729,Pelicans @ Bucks,Bucks,Pelicans,0,0,UPCOMING,
2026-02-04,9:30 PM,0022500730,Thunder @ Spurs,Spurs,Thunder,0,0,UPCOMING,
2026-02-04,10:00 PM,0022500731,Grizzlies @ Kings,Kings,Grizzlies,0,0,UPCOMING,
2026-02-04,10:30 PM,0022500732,Cavaliers @ Clippers,Clippers,Cavaliers,0,0,UPCOMING,
2026-02-05,7:00 PM,0022500733,Wizards @ Pistons,Pistons,Wizards,0,0,UPCOMING,
2026-02-05,7:00 PM,0022500734,Nets @ Magic,Magic,Nets,0,0,UPCOMING,
2026-02-05,7:30 PM,0022500735,Jazz @ Hawks,Hawks,Jazz,0,0,UPCOMING,
2026-02-05,7:30 PM,0022500736,Bulls @ Raptors,Raptors,Bulls,0,0,UPCOMING,
2026-02-05,8:00 PM,0022500737,Hornets @ Rockets,Rockets,Hornets,0,0,UPCOMING,
2026-02-05,8:30 PM,0022500738,Spurs @ Mavericks,Mavericks,Spurs,0,0,UPCOMING,
2026-02-05,10:00 PM,0022500739,Warriors @ Suns,Suns,Warriors,0,0,UPCOMING,
2026-02-05,10:00 PM,0022500740,76ers @ Lakers,Lakers,76ers,0,0,UPCOMING,
2026-02-06,7:30 PM,0022500741,Heat @ Celtics,Celtics,Heat,0,0,UPCOMING,
2026-02-06,7:30 PM,0022500742,Knicks @ Pistons,Pistons,Knicks,0,0,UPCOMING,
2026-02-06,8:00 PM,0022500743,Pacers @ Bucks,Bucks,Pacers,0,0,UPCOMING,
2026-02-06,8:00 PM,0022500744,Pelicans @ Timberwolves,Timberwolves,Pelicans,0,0,UPCOMING,
2026-02-06,10:00 PM,0022500745,Grizzlies @ Trail Blazers,Trail Blazers,Grizzlies,0,0,UPCOMING,
2026-02-06,10:00 PM,0022500746,Clippers @ Kings,Kings,Clippers,0,0,UPCOMING,
2026-02-07,3:00 PM,0022500747,Wizards @ Nets,Nets,Wizards,0,0,UPCOMING,
2026-02-07,3:30 PM,0022500748,Rockets @ Thunder,Thunder,Rockets,0,0,UPCOMING,
2026-02-07,6:00 PM,0022500749,Mavericks @ Spurs,Spurs,Mavericks,0,0,UPCOMING,
2026-02-07,7:00 PM,0022500750,Jazz @ Magic,Magic,Jazz,0,0,UPCOMING,
2026-02-07,7:30 PM,0022500751,Hornets @ Hawks,Hawks,Hornets,0,0,UPCOMING,
2026-02-07,8:00 PM,0022500752,Nuggets @ Bulls,Bulls,Nuggets,0,0,UPCOMING,
2026-02-07,8:30 PM,0022500753,Warriors @ Lakers,Lakers,Warriors,0,0,UPCOMING,
2026-02-07,9:00 PM,0022500754,76ers @ Suns,Suns,76ers,0,0,UPCOMING,
2026-02-07,10:00 PM,0022500755,Grizzlies @ Trail Blazers,Trail Blazers,Grizzlies,0,0,UPCOMING,
2026-02-07,10:00 PM,0022500756,Cavaliers @ Kings,Kings,Cavaliers,0,0,UPCOMING,
2026-02-08,12:30 PM,0022500757,Knicks @ Celtics,Celtics,Knicks,0,0,UPCOMING,
2026-02-08,2:00 PM,0022500758,Heat @ Wizards,Wizards,Heat,0,0,UPCOMING,
2026-02-08,3:00 PM,0022500759,Pacers @ Raptors,Raptors,Pacers,0,0,UPCOMING,
2026-02-08,3:00 PM,0022500760,Clippers @ Timberwolves,Timberwolves,Clippers,0,0,UPCOMING,
2026-02-09,7:00 PM,0022500761,Pistons @ Hornets,Hornets,Pistons,0,0,UPCOMING,
2026-02-09,7:30 PM,0022500762,Bulls @ Nets,Nets,Bulls,0,0,UPCOMING,
2026-02-09,7:30 PM,0022500763,Jazz @ Heat,Heat,Jazz,0,0,UPCOMING,
2026-02-09,7:30 PM,0022500764,Bucks @ Magic,Magic,Bucks,0,0,UPCOMING,
2026-02-09,8:00 PM,0022500765,Hawks @ Timberwolves,Timberwolves,Hawks,0,0,UPCOMING,
2026-02-09,8:00 PM,0022500766,Kings @ Pelicans,Pelicans,Kings,0,0,UPCOMING,
2026-02-09,9:00 PM,0022500767,Cavaliers @ Nuggets,Nuggets,Cavaliers,0,0,UPCOMING,
2026-02-09,10:00 PM,0022500768,Grizzlies @ Warriors,Warriors,Grizzlies,0,0,UPCOMING,
2026-02-09,10:00 PM,0022500769,Thunder @ Lakers,Lakers,Thunder,0,0,UPCOMING,
2026-02-09,10:00 PM,0022500770,76ers @ Trail Blazers,Trail Blazers,76ers,0,0,UPCOMING,
2026-02-10,7:30 PM,0022500771,Pacers @ Knicks,Knicks,Pacers,0,0,UPCOMING,
2026-02-10,8:00 PM,0022500772,Clippers @ Rockets,Rockets,Clippers,0,0,UPCOMING,
2026-02-10,9:00 PM,0022500773,Mavericks @ Suns,Suns,Mavericks,0,0,UPCOMING,
2026-02-10,10:30 PM,0022500774,Spurs @ Lakers,Lakers,Spurs,0,0,UPCOMING,
2026-02-11,7:00 PM,0022500775,Hawks @ Hornets,Hornets,Hawks,0,0,UPCOMING,
2026-02-11,7:00 PM,0022500776,Wizards @ Cavaliers,Cavaliers,Wizards,0,0,UPCOMING,
2026-02-11,7:00 PM,0022500777,Bucks @ Magic,Magic,Bucks,0,0,UPCOMING,
2026-02-11,7:30 PM,0022500778,Bulls @ Celtics,Celtics,Bulls,0,0,UPCOMING,
2026-02-11,7:30 PM,0022500779,Pacers @ Nets,Nets,Pacers,0,0,UPCOMING,
2026-02-11,7:30 PM,0022500780,Knicks @ 76ers,76ers,Knicks,0,0,UPCOMING,
2026-02-11,7:30 PM,0022500781,Pistons @ Raptors,Raptors,Pistons,0,0,UPCOMING,
2026-02-11,8:00 PM,0022500782,Clippers @ Rockets,Rockets,Clippers,0,0,UPCOMING,
2026-02-11,8:00 PM,0022500783,Trail Blazers @ Timberwolves,Timberwolves,Trail Blazers,0,0,UPCOMING,
2026-02-11,8:00 PM,0022500784,Heat @ Pelicans,Pelicans,Heat,0,0,UPCOMING,
2026-02-11,9:00 PM,0022500785,Thunder @ Suns,Suns,Thunder,0,0,UPCOMING,
2026-02-11,9:00 PM,0022500786,Kings @ Jazz,Jazz,Kings,0,0,UPCOMING,
2026-02-11,10:00 PM,0022500787,Grizzlies @ Nuggets,Nuggets,Grizzlies,0,0,UPCOMING,
2026-02-11,10:00 PM,0022500788,Spurs @ Warriors,Warriors,Spurs,0,0,UPCOMING,
2026-02-12,7:30 PM,0022500789,Bucks @ Thunder,Thunder,Bucks,0,0,UPCOMING,
