TEAM_ID,TEAM_NAME,SEASON,games_played,wins,losses,avg_pts,avg_ast,avg_reb,avg_fg_pct,avg_fg3_pct,avg_ft_pct
1610612737,Atlanta Hawks,2010,82,44,38,95.0,21.975609756097562,39.292682926829265,46.337804878048786,35.94878048780488,77.32682926829268
1610612737,Atlanta Hawks,2011,66,40,26,96.5909090909091,22.439393939393938,41.18181818181818,45.46060606060606,37.17272727272727,74.86363636363636
1610612737,Atlanta Hawks,2012,82,44,38,97.95121951219512,24.475609756097562,40.86585365853659,46.56463414634147,37.33170731707317,70.85121951219512
1610612737,Atlanta Hawks,2013,82,38,44,101.0,24.890243902439025,39.97560975609756,45.85243902439024,35.979268292682924,78.29634146341465
1610612737,Atlanta Hawks,2014,82,60,22,102.54878048780488,25.74390243902439,40.5609756097561,46.71829268292683,38.014634146341464,77.65121951219513
1610612737,Atlanta Hawks,2015,82,48,34,102.84146341463415,25.609756097560975,42.08536585365854,45.862195121951224,35.16463414634147,77.80121951219512
1610612737,Atlanta Hawks,2016,82,43,39,103.15853658536585,23.634146341463413,44.329268292682926,45.20975609756098,34.13414634146341,72.60609756097561
1610612737,Atlanta Hawks,2017,82,24,58,103.35365853658537,23.73170731707317,41.90243902439025,44.7719512195122,36.34634146341463,78.70975609756098
1610612737,Atlanta Hawks,2018,82,29,53,113.34146341463415,25.829268292682926,46.09756097560975,45.178048780487806,35.09756097560976,75.18170731707318
1610612737,Atlanta Hawks,2019,67,20,47,111.76119402985074,23.955223880597014,43.25373134328358,45.02985074626865,33.244776119402985,78.83582089552239
1610612737,Atlanta Hawks,2020,72,41,31,113.69444444444444,24.125,45.625,46.91388888888889,37.019444444444446,81.34444444444443
1610612737,Atlanta Hawks,2021,82,43,39,113.9390243902439,24.597560975609756,43.97560975609756,47.113414634146345,37.17439024390244,81.17682926829268
1610612737,Atlanta Hawks,2022,82,41,41,118.42682926829268,24.98780487804878,44.3780487804878,48.4329268292683,35.33902439024391,81.96585365853659
1610612737,Atlanta Hawks,2023,82,36,46,118.32926829268293,26.585365853658537,44.670731707317074,46.641463414634146,36.415853658536584,79.42926829268293
1610612737,Atlanta Hawks,2024,82,40,42,118.1829268292683,29.585365853658537,44.5,47.362195121951224,35.70609756097561,77.38170731707318
